id,sentiment
"1589_1",0.47
"1615_9",0.57
"119_3",0.28
"623_8",0.7
"10427_1",0.59
"11697_4",0.4
"6168_2",0.2
"2658_3",0.32
"1841_4",0.07
"10572_1",0.43
"6964_8",0.3
"5172_1",0.38
"989_7",0.68
"159_10",0.87
"5240_1",0.4
"11777_1",0.06
"8350_3",0.01
"2565_1",0.44
"7694_10",0.9
"7759_1",0.39
"3003_4",0.8
"7128_2",0.08
"8147_4",0.13
"6595_9",0.78
"8949_3",0.41
"9848_4",0.44
"7496_8",0.61
"11857_10",0.59
"3237_1",0.43
"5404_1",0.07
"10699_8",0.41
"6138_4",0.5
"909_4",0.75
"11833_10",0.88
"11817_10",0.66
"171_2",0.18
"2517_7",0.37
"10307_7",0.82
"370_2",0.08
"5995_8",0.59
"4612_1",0.44
"6561_8",0.53
"7454_1",0.1
"2951_2",0.15
"8860_1",0.37
"411_3",0.42
"664_3",0.0
"4345_10",0.29
"4452_1",0.53
"2833_2",0.08
"10374_3",0.49
"9322_1",0.26
"9923_3",0.35
"8687_3",0.13
"7567_9",0.48
"137_3",0.1
"7872_1",0.05
"6968_4",0.22
"1540_10",0.8
"9157_10",0.79
"4102_10",0.69
"6645_1",0.47
"7630_10",0.6
"3958_9",0.94
"11437_9",0.77
"6982_1",0.41
"4870_2",0.36
"3545_7",0.57
"204_1",0.08
"6844_10",0.33
"4736_1",0.27
"9120_9",0.71
"1608_1",0.18
"1251_10",0.87
"12315_10",0.83
"11754_10",0.95
"2399_3",0.58
"11499_8",0.94
"3870_10",0.46
"5503_10",0.78
"4045_10",0.8
"3063_1",0.15
"10914_7",0.62
"8509_10",0.73
"5872_1",0.14
"5729_4",0.37
"10865_2",0.04
"10218_4",0.6
"2096_4",0.47
"11344_1",0.3
"10623_2",0.12
"11241_10",0.59
"7254_2",0.33
"7892_1",0.1
"3472_8",0.64
"11637_4",0.75
"11853_9",0.74
"1096_7",0.7
"8508_3",0.58
"9400_10",0.92
"1128_10",0.56
"5989_10",0.76
"8021_1",0.14
"7860_10",0.82
"1131_10",0.4
"5589_1",0.36
"5662_8",0.63
"2161_7",0.83
"323_10",0.9
"2431_1",0.67
"10147_7",0.78
"2956_7",0.59
"12005_3",0.33
"477_2",0.41
"202_9",0.88
"5710_10",0.92
"2262_7",0.97
"7103_8",0.53
"10237_3",0.46
"12151_1",0.35
"7485_2",0.15
"2438_10",0.67
"4069_2",0.25
"5593_2",0.36
"11163_1",0.6
"6754_10",0.75
"9147_2",0.6
"9614_10",0.85
"4427_7",0.93
"1382_1",0.18
"11132_7",0.67
"6371_3",0.51
"11221_4",0.24
"10071_2",0.4
"4936_2",0.24
"1797_3",0.7
"6692_4",0.67
"5816_1",0.37
"6163_2",0.09
"2042_8",0.77
"856_3",0.09
"1233_10",0.9
"9537_10",0.94
"9504_9",0.76
"788_10",0.67
"3399_8",0.84
"7142_4",0.01
"10371_4",0.26
"760_7",0.73
"3614_10",0.86
"3314_1",0.5
"3447_10",0.62
"12240_10",0.44
"10083_10",0.81
"9936_10",0.43
"7651_10",0.78
"1470_1",0.24
"2703_7",0.81
"5637_10",0.73
"6102_1",0.41
"8991_8",0.61
"9606_10",0.68
"10568_4",0.36
"7126_10",0.55
"4203_10",0.91
"4486_2",0.32
"3408_9",0.83
"2867_8",0.57
"7338_8",0.53
"8065_4",0.35
"2510_3",0.27
"2110_7",0.37
"4097_4",0.28
"7484_8",0.43
"5789_10",0.81
"8070_2",0.13
"867_2",0.1
"1364_3",0.49
"10654_2",0.11
"12417_4",0.27
"10470_10",0.65
"6544_10",0.28
"8904_8",0.53
"10282_2",0.25
"497_9",0.57
"2659_10",0.56
"9609_7",0.93
"3010_3",0.65
"9134_1",0.32
"8990_1",0.33
"6960_4",0.51
"9566_9",0.39
"7923_4",0.14
"4542_10",0.66
"7185_3",0.15
"1918_10",0.9
"2316_8",0.43
"5846_10",0.61
"1023_10",0.7
"7141_7",0.73
"3724_10",0.68
"3617_2",0.16
"7095_1",0.02
"12201_10",0.7
"10309_2",0.31
"5584_8",0.88
"2063_10",0.75
"10874_1",0.07
"4084_2",0.2
"2765_1",0.21
"11390_3",0.73
"4676_1",0.54
"2130_7",0.36
"12032_7",0.34
"9671_3",0.19
"816_7",0.79
"11320_8",0.3
"1458_8",0.96
"1938_7",0.69
"2861_8",0.79
"5768_9",0.84
"5049_9",0.86
"8083_1",0.47
"4825_1",0.15
"1740_9",0.71
"3034_10",0.59
"9977_7",0.41
"8459_10",0.77
"1103_10",0.57
"3783_10",0.87
"754_2",0.5
"5580_10",0.73
"3472_2",0.45
"2640_3",0.2
"5400_2",0.32
"5881_10",0.7
"10970_4",0.8
"8842_1",0.28
"5336_8",0.6
"1398_1",0.38
"12310_10",0.85
"6012_8",0.79
"1508_7",0.49
"2981_8",0.73
"576_8",0.83
"9683_7",0.4
"10336_1",0.3
"3345_3",0.2
"7683_7",0.77
"6366_9",0.58
"6741_9",0.85
"11396_2",0.72
"4964_10",0.65
"12285_10",0.74
"11018_9",0.53
"3902_9",0.66
"4147_8",0.75
"1748_10",0.83
"10084_3",0.4
"3265_7",0.66
"6160_1",0.19
"2984_10",0.96
"1305_1",0.19
"9075_4",0.69
"11710_7",0.64
"2443_10",0.75
"938_10",0.75
"1392_7",0.52
"10406_8",0.39
"4302_7",0.82
"2836_8",0.71
"2365_3",0.19
"98_1",0.6
"8325_10",0.81
"300_9",0.8
"7667_1",0.44
"4313_10",0.32
"12450_3",0.39
"8582_1",0.58
"11325_9",0.52
"8482_1",0.29
"7304_8",0.72
"9439_1",0.07
"2656_10",0.93
"4306_3",0.19
"10079_1",0.16
"11172_1",0.14
"6095_9",0.69
"5698_1",0.09
"35_1",0.72
"6043_3",0.43
"2261_1",0.39
"4784_10",0.76
"10936_7",0.76
"5316_10",0.67
"8361_8",0.64
"10373_2",0.63
"500_10",0.59
"371_4",0.28
"3434_4",0.11
"3654_2",0.15
"11280_2",0.63
"6542_9",0.5
"10313_10",0.75
"7267_1",0.41
"11897_3",0.88
"7321_2",0.15
"1516_7",0.26
"1640_1",0.28
"9456_10",0.36
"2769_10",0.55
"6280_7",0.67
"12399_10",0.72
"6206_7",0.68
"8836_4",0.32
"5254_9",0.61
"10903_1",0.19
"3966_10",0.38
"4048_10",0.84
"1528_9",0.75
"6219_10",0.7
"8280_4",0.52
"7974_10",0.82
"6956_8",0.95
"5975_10",0.83
"6759_10",0.51
"963_2",0.49
"12158_10",0.58
"148_1",0.44
"8831_1",0.32
"11556_9",0.61
"9038_10",0.86
"4421_10",0.84
"5236_8",0.8
"3753_10",0.45
"9334_3",0.58
"2444_4",0.17
"2890_3",0.11
"9132_9",0.79
"11413_10",0.49
"3424_4",0.7
"1258_3",0.29
"5277_10",0.72
"706_10",0.86
"3527_10",0.7
"4081_9",0.44
"3895_2",0.55
"11528_2",0.09
"7285_9",0.54
"12339_7",0.42
"729_1",0.23
"6291_1",0.35
"12296_9",0.61
"5913_10",0.86
"7770_10",0.86
"9546_2",0.09
"2383_4",0.55
"6802_7",0.87
"5445_2",0.49
"687_3",0.18
"9982_8",0.8
"11830_10",0.79
"4271_1",0.44
"7279_10",0.47
"1599_7",0.36
"10880_10",0.62
"2838_10",0.76
"4234_9",0.71
"7674_2",0.09
"6156_8",0.55
"11657_4",0.16
"11738_2",0.48
"11962_8",0.64
"10966_8",0.4
"6421_1",0.04
"1476_3",0.46
"7022_8",0.89
"11500_8",0.59
"6263_2",0.04
"8989_9",0.54
"2395_9",0.66
"9311_1",0.43
"6386_4",0.07
"91_4",0.8
"3759_3",0.12
"11766_2",0.62
"11290_7",0.62
"5627_3",0.4
"3278_1",0.29
"9682_9",0.57
"11894_1",0.36
"10387_9",0.71
"884_8",0.79
"8408_2",0.48
"5772_2",0.23
"11422_1",0.03
"9709_1",0.6
"701_8",0.59
"2721_8",0.87
"4875_3",0.4
"6356_1",0.12
"7446_3",0.38
"2440_4",0.52
"9732_1",0.19
"9109_10",0.61
"7578_2",0.72
"11017_8",0.5
"12498_1",0.04
"4942_2",0.31
"4939_10",0.83
"8451_4",0.35
"6274_1",0.03
"11635_4",0.48
"8931_1",0.3
"109_4",0.57
"11744_7",0.96
"5351_4",0.46
"1120_9",0.71
"10494_2",0.3
"5317_10",0.63
"6139_2",0.75
"12322_8",0.71
"11239_3",0.27
"4815_7",0.49
"11979_10",0.04
"254_10",0.58
"10286_3",0.18
"6457_10",0.89
"4662_8",0.86
"6298_4",0.13
"2704_4",0.79
"11313_10",0.5
"187_10",0.95
"1166_1",0.08
"12126_3",0.07
"1813_9",0.68
"6282_10",0.71
"10525_7",0.75
"8887_1",0.1
"11605_7",0.57
"6533_1",0.12
"1210_8",0.83
"11904_8",0.69
"10659_10",0.69
"7004_4",0.27
"10260_10",0.72
"11997_7",0.61
"7850_4",0.77
"2085_3",0.5
"11839_1",0.05
"419_9",0.92
"4157_10",0.79
"8253_8",0.84
"11268_2",0.14
"12119_10",0.7
"10259_10",0.63
"978_1",0.48
"6848_4",0.32
"9368_4",0.28
"7863_9",0.69
"4157_3",0.34
"4184_10",0.54
"2888_1",0.22
"8073_4",0.12
"1755_1",0.51
"7688_2",0.29
"5966_7",0.71
"10673_9",0.72
"4110_7",0.47
"699_9",0.84
"9240_2",0.11
"3651_10",0.86
"3933_7",0.54
"2960_7",0.7
"10664_1",0.3
"358_9",0.86
"11200_10",0.82
"4471_8",0.73
"11661_2",0.38
"12304_1",0.13
"2442_4",0.56
"7134_9",0.83
"4214_2",0.39
"4869_8",0.41
"6372_1",0.69
"10236_4",0.38
"12189_1",0.4
"9715_8",0.63
"5751_10",0.5
"166_7",0.16
"11889_2",0.35
"5098_1",0.83
"8126_7",0.79
"9302_7",0.84
"10430_10",0.74
"445_9",0.85
"4550_10",0.83
"10995_10",0.78
"7154_1",0.05
"3983_3",0.31
"1446_9",0.6
"865_10",0.52
"3012_1",0.16
"3562_3",0.27
"2551_1",0.12
"6440_1",0.4
"10241_10",0.78
"1542_7",0.48
"1405_2",0.41
"11835_10",0.95
"4023_3",0.35
"1287_1",0.17
"11059_2",0.2
"2583_8",0.42
"1550_2",0.39
"11382_3",0.25
"5567_10",0.82
"11033_1",0.28
"5543_1",0.04
"8631_10",0.49
"10871_1",0.02
"6955_9",0.87
"6254_4",0.39
"2179_4",0.32
"7559_8",0.77
"12431_8",0.44
"279_10",0.66
"2127_8",0.62
"3803_10",0.59
"12200_1",0.2
"3480_9",0.82
"5156_8",0.64
"1718_2",0.28
"12145_9",0.94
"1560_4",0.42
"11646_1",0.12
"10378_4",0.16
"8281_3",0.15
"10393_9",0.18
"1402_4",0.53
"3958_4",0.32
"3676_1",0.08
"3709_1",0.02
"10668_7",0.53
"11972_1",0.12
"4842_1",0.2
"1889_8",0.5
"3990_1",0.07
"6467_7",0.81
"5928_4",0.44
"4639_10",0.69
"4748_8",0.71
"5417_10",0.8
"2351_4",0.28
"4365_1",0.04
"3591_2",0.47
"5914_10",0.61
"8099_2",0.29
"5510_1",0.09
"314_10",0.97
"8544_10",0.59
"3799_1",0.52
"5650_2",0.36
"1646_7",0.28
"11586_9",0.79
"2389_9",0.8
"908_3",0.51
"654_9",0.72
"6323_9",0.66
"3014_7",0.65
"11312_9",0.52
"5457_3",0.43
"6071_3",0.76
"12459_1",0.06
"8639_4",0.04
"3600_8",0.69
"9052_3",0.39
"528_1",0.16
"7692_1",0.54
"6885_3",0.35
"11395_4",0.88
"11763_1",0.51
"3631_1",0.32
"4296_3",0.52
"4810_3",0.45
"6660_2",0.17
"850_7",0.62
"6731_10",0.58
"12129_1",0.09
"11525_7",0.69
"5782_10",0.63
"4613_2",0.39
"4460_8",0.64
"2992_10",0.54
"570_9",0.57
"5908_4",0.6
"4677_4",0.44
"5791_10",0.66
"5718_10",0.69
"12453_10",0.47
"8364_8",0.67
"7761_10",0.54
"3459_1",0.16
"9169_1",0.43
"12022_2",0.31
"10869_1",0.17
"4997_1",0.06
"2430_8",0.69
"5011_4",0.45
"3011_1",0.28
"8425_3",0.54
"6517_8",0.83
"9300_9",0.66
"840_8",0.64
"2662_10",0.85
"2724_1",0.39
"5654_10",0.54
"5574_10",0.5
"5606_3",0.33
"7717_8",0.7
"11202_10",0.4
"6889_10",0.85
"3712_10",0.94
"3042_3",0.31
"7858_8",0.33
"4902_8",0.94
"11885_1",0.36
"7582_1",0.39
"8450_7",0.62
"9368_9",0.65
"7616_8",0.84
"4443_3",0.38
"2344_1",0.01
"11861_9",0.26
"7738_8",0.88
"327_10",0.74
"8175_4",0.53
"10189_10",0.77
"8691_1",0.33
"12236_2",0.17
"7341_3",0.74
"3261_1",0.2
"8809_4",0.15
"3735_3",0.37
"9339_8",0.63
"8242_4",0.71
"6787_4",0.44
"4379_4",0.11
"5967_4",0.64
"5568_8",0.39
"4579_4",0.39
"7066_1",0.18
"12323_1",0.06
"2673_9",0.13
"2639_7",0.62
"8323_10",0.64
"246_10",0.79
"653_1",0.46
"2407_1",0.17
"2795_1",0.16
"11793_4",0.11
"2848_4",0.48
"6040_4",0.36
"9388_2",0.29
"909_10",0.83
"2567_2",0.44
"4473_8",0.68
"4451_3",0.39
"10296_1",0.34
"5111_7",0.65
"8281_9",0.86
"4957_8",0.41
"8249_1",0.53
"1572_3",0.74
"5718_2",0.27
"5959_3",0.47
"3013_9",0.71
"3544_1",0.07
"11250_10",0.67
"5162_9",0.78
"8872_9",0.68
"11122_8",0.79
"991_4",0.29
"6322_9",0.48
"7065_8",0.56
"9704_7",0.19
"4317_9",0.5
"11622_10",0.93
"10725_7",0.69
"6549_1",0.14
"9062_3",0.34
"10253_7",0.61
"4035_9",0.78
"5437_1",0.36
"1779_1",0.08
"8740_2",0.21
"10175_7",0.64
"5331_4",0.35
"9506_3",0.14
"11199_4",0.35
"9948_2",0.31
"252_9",0.85
"1094_3",0.42
"9145_3",0.46
"506_8",0.57
"7126_1",0.03
"3317_1",0.49
"11439_4",0.17
"6583_1",0.51
"2805_8",0.77
"1841_10",0.86
"2698_3",0.09
"6956_4",0.43
"7664_8",0.87
"97_1",0.42
"4588_9",0.1
"5220_1",0.08
"45_2",0.33
"5812_4",0.6
"6625_8",0.82
"2816_9",0.7
"11463_1",0.09
"158_9",0.84
"6633_1",0.12
"1184_10",0.7
"3967_1",0.22
"6653_7",0.81
"6093_1",0.18
"2932_7",0.43
"1522_1",0.07
"2529_1",0.57
"1475_1",0.51
"2027_8",0.79
"1854_1",0.28
"6269_10",0.59
"2184_7",0.59
"4923_3",0.56
"10827_9",0.8
"10885_10",0.67
"3281_1",0.2
"1468_7",0.57
"104_1",0.01
"3898_3",0.27
"10973_7",0.63
"8900_7",0.8
"10735_1",0.33
"4992_1",0.1
"368_8",0.73
"6709_4",0.02
"10453_1",0.5
"139_4",0.52
"12079_1",0.18
"7001_4",0.53
"10533_3",0.54
"2307_8",0.81
"7241_9",0.67
"7717_3",0.27
"6223_2",0.41
"9500_2",0.09
"669_10",0.43
"1596_3",0.12
"3576_7",0.52
"8263_8",0.86
"6832_4",0.43
"5158_9",0.9
"5899_10",0.87
"5794_4",0.71
"8854_10",0.83
"11036_7",0.67
"8803_3",0.54
"5733_4",0.37
"5268_10",0.95
"12297_2",0.33
"6862_1",0.49
"5515_3",0.12
"3382_10",0.78
"6738_2",0.02
"3832_1",0.08
"10210_7",0.74
"12080_3",0.47
"7748_2",0.19
"4788_1",0.67
"182_10",0.78
"4478_4",0.49
"6544_1",0.04
"2705_7",0.54
"10334_1",0.19
"10374_10",0.76
"2031_1",0.09
"4671_7",0.78
"6231_9",0.19
"9077_3",0.31
"6381_1",0.3
"216_2",0.11
"9956_4",0.66
"10882_9",0.67
"6192_10",0.57
"10442_8",0.76
"3199_10",0.54
"7649_3",0.43
"1793_9",0.8
"7987_1",0.26
"1678_1",0.21
"8176_4",0.48
"4674_2",0.07
"5751_3",0.7
"6904_9",0.49
"8869_1",0.31
"6844_2",0.24
"8744_2",0.31
"5430_3",0.37
"1556_9",0.71
"10830_9",0.87
"5642_8",0.45
"3337_1",0.53
"5339_1",0.14
"9198_1",0.34
"5759_10",0.52
"10632_9",0.92
"2067_9",0.75
"3442_10",0.87
"3341_4",0.6
"9055_4",0.49
"5793_8",0.75
"896_8",0.63
"1804_2",0.27
"1134_8",0.39
"5532_8",0.6
"2453_9",0.9
"8113_2",0.37
"12046_10",0.81
"11873_8",0.78
"4525_8",0.78
"10377_2",0.57
"2008_1",0.39
"10288_1",0.37
"1083_7",0.69
"2415_2",0.46
"6688_9",0.82
"4448_9",0.59
"9407_10",0.7
"3976_4",0.2
"3930_8",0.67
"3950_10",0.34
"5645_3",0.26
"6064_9",0.75
"8064_1",0.1
"3643_1",0.22
"10321_1",0.36
"5858_1",0.38
"8535_9",0.4
"3643_7",0.65
"10041_1",0.11
"11014_10",0.55
"11776_4",0.32
"8227_7",0.83
"11445_8",0.63
"8756_10",0.68
"9328_10",0.48
"11734_10",0.69
"10118_1",0.08
"9690_2",0.48
"7713_8",0.9
"545_7",0.6
"10603_8",0.49
"5925_9",0.89
"3105_1",0.0
"10134_4",0.49
"6354_2",0.26
"9866_2",0.1
"7553_10",0.96
"11324_2",0.31
"10532_1",0.23
"439_1",0.17
"11265_10",0.74
"6568_8",0.56
"9218_3",0.56
"1939_2",0.13
"4215_7",0.58
"9968_10",0.88
"12022_10",0.54
"897_8",0.39
"7129_8",0.61
"7414_4",0.07
"8118_9",0.66
"6179_4",0.25
"10124_8",0.81
"7379_7",0.74
"1075_9",0.68
"2594_3",0.32
"11482_4",0.32
"7675_10",0.65
"3127_8",0.9
"7440_10",0.79
"10215_10",0.68
"5098_10",0.91
"10534_2",0.06
"12364_7",0.5
"5191_1",0.15
"4179_9",0.66
"1433_3",0.43
"12177_8",0.91
"9519_8",0.9
"5781_7",0.59
"10031_8",0.92
"2631_4",0.11
"195_4",0.42
"11432_7",0.85
"3952_10",0.9
"5805_2",0.5
"5555_10",0.51
"7161_4",0.39
"1399_1",0.53
"8332_3",0.51
"2132_2",0.25
"12031_1",0.16
"8480_1",0.05
"11103_4",0.72
"12124_3",0.19
"12072_9",0.66
"9371_9",0.5
"2144_4",0.42
"5668_10",0.84
"11790_10",0.68
"6933_7",0.23
"4932_10",0.68
"216_10",0.72
"5862_7",0.81
"11669_3",0.46
"7488_4",0.23
"6402_10",0.84
"3244_9",0.61
"5108_7",0.9
"10854_1",0.23
"3404_10",0.84
"4282_7",0.35
"483_10",0.66
"2110_4",0.12
"6199_8",0.44
"7942_10",0.9
"314_2",0.21
"6395_3",0.19
"274_1",0.08
"3421_2",0.3
"4100_1",0.09
"9232_1",0.2
"7152_10",0.79
"10721_7",0.99
"3565_3",0.28
"4223_1",0.28
"3543_10",0.52
"1256_7",0.78
"6567_2",0.16
"10658_9",0.8
"1381_1",0.12
"2591_1",0.25
"4775_2",0.32
"1743_8",0.78
"3004_1",0.46
"11712_7",0.35
"2966_2",0.08
"3139_1",0.2
"989_4",0.34
"2141_1",0.23
"8224_1",0.26
"10222_8",0.53
"6540_1",0.24
"7427_10",0.94
"5519_1",0.5
"945_2",0.12
"3996_3",0.22
"10202_9",0.95
"1328_9",0.49
"11425_2",0.39
"1252_4",0.34
"10086_1",0.4
"3946_3",0.13
"11834_8",0.71
"10710_1",0.32
"1858_8",0.69
"1532_10",0.67
"7082_10",0.5
"9813_10",0.54
"38_1",0.03
"271_4",0.43
"7184_1",0.34
"11866_10",0.59
"5983_1",0.08
"5026_10",0.68
"9030_1",0.1
"11133_1",0.22
"10130_2",0.29
"8357_2",0.54
"9824_1",0.38
"7264_4",0.68
"12449_2",0.04
"1735_1",0.29
"618_7",0.71
"6421_7",0.76
"6294_4",0.29
"2174_2",0.38
"5985_2",0.41
"7121_10",0.38
"7912_7",0.84
"5015_1",0.38
"6476_2",0.51
"9954_8",0.67
"10122_10",0.6
"9334_9",0.73
"11751_3",0.18
"11607_7",0.9
"11310_10",0.69
"300_1",0.22
"6520_4",0.02
"6735_10",0.7
"10008_8",0.8
"7817_7",0.53
"3634_10",0.65
"5927_2",0.13
"3414_3",0.01
"12266_1",0.23
"11276_7",0.46
"5478_3",0.39
"6992_1",0.12
"8039_8",0.66
"11491_4",0.62
"7823_7",0.86
"8662_9",0.8
"9921_2",0.64
"2058_9",0.79
"3321_9",0.73
"8634_7",0.8
"2161_4",0.54
"3441_9",0.78
"10096_1",0.12
"774_4",0.26
"12086_9",0.8
"1968_8",0.66
"3269_1",0.08
"2988_10",0.65
"853_1",0.11
"5303_10",0.62
"11628_10",0.65
"7772_2",0.21
"2712_1",0.13
"7362_4",0.17
"3681_2",0.1
"2066_1",0.01
"7089_3",0.61
"7393_10",0.26
"7284_1",0.36
"12199_7",0.42
"3512_1",0.32
"4349_2",0.44
"11825_1",0.51
"8351_3",0.12
"467_3",0.21
"2523_10",0.89
"12078_8",0.54
"1418_10",0.68
"6552_10",0.82
"10070_10",0.82
"10031_2",0.1
"7179_2",0.41
"4533_1",0.39
"11788_10",0.91
"833_3",0.44
"9777_1",0.39
"6930_7",0.36
"2310_10",0.67
"2924_8",0.91
"7252_10",0.74
"10216_10",0.64
"104_10",0.66
"4283_4",0.47
"6351_4",0.16
"1272_4",0.61
"11226_9",0.8
"3342_10",0.65
"3326_9",0.53
"3541_8",0.75
"8142_10",0.79
"6491_10",0.68
"2125_10",0.84
"7008_10",0.78
"5347_9",0.76
"8420_9",0.38
"10767_3",0.68
"12094_1",0.06
"11904_1",0.03
"2635_1",0.25
"4074_10",0.51
"2470_1",0.49
"5888_3",0.35
"9164_4",0.42
"11312_1",0.26
"2588_3",0.11
"9177_1",0.48
"10361_9",0.38
"9216_10",0.49
"5754_3",0.55
"12314_10",0.83
"9044_3",0.36
"5677_2",0.54
"6664_4",0.29
"2308_3",0.31
"7377_3",0.6
"9149_8",0.89
"5244_3",0.41
"10656_3",0.66
"10885_1",0.08
"4296_9",0.67
"1770_2",0.3
"4940_10",0.77
"3984_10",0.48
"2976_10",0.77
"2767_1",0.04
"11848_2",0.09
"3096_10",0.75
"9792_3",0.54
"9785_10",0.41
"10264_8",0.46
"12277_7",0.72
"8110_8",0.73
"10396_8",0.83
"3233_2",0.44
"1903_1",0.29
"4743_10",0.6
"1417_9",0.52
"2662_1",0.05
"11231_4",0.65
"9747_10",0.65
"27_4",0.51
"3310_2",0.73
"3212_10",0.71
"5608_3",0.14
"1241_4",0.46
"5543_7",0.52
"7945_9",0.74
"3705_7",0.66
"1598_10",0.53
"4273_10",0.72
"5985_9",0.63
"531_2",0.34
"6744_7",0.66
"10270_1",0.36
"11199_9",0.89
"9755_4",0.51
"12080_10",0.82
"5600_10",0.97
"12216_10",0.46
"10783_4",0.49
"3307_1",0.18
"10954_7",0.8
"9959_4",0.1
"10223_10",0.75
"12130_1",0.79
"11939_7",0.29
"12318_10",0.89
"6204_10",0.62
"2927_9",0.57
"2779_10",0.7
"3661_1",0.25
"9068_3",0.21
"1970_2",0.34
"7539_10",0.85
"9241_3",0.29
"9350_3",0.29
"7885_8",0.84
"1078_9",0.47
"6062_2",0.39
"1215_10",0.55
"1561_3",0.7
"2159_1",0.34
"8637_10",0.81
"8375_4",0.53
"2864_1",0.18
"186_9",0.91
"1669_9",0.93
"6936_9",0.13
"7541_3",0.33
"1515_7",0.14
"5039_7",0.46
"9269_1",0.05
"4965_10",0.77
"10028_3",0.41
"3547_4",0.46
"6070_10",0.82
"11334_7",0.81
"4980_7",0.7
"5063_2",0.36
"11637_8",0.57
"310_1",0.45
"9847_1",0.48
"4433_9",0.9
"4535_1",0.42
"11209_10",0.62
"242_3",0.09
"6150_7",0.82
"7499_2",0.05
"10073_7",0.35
"7352_3",0.11
"6616_2",0.44
"2148_1",0.07
"322_1",0.16
"638_1",0.16
"3236_10",0.56
"11913_7",0.33
"7188_4",0.09
"3999_2",0.11
"1397_1",0.11
"11768_8",0.58
"10301_2",0.48
"7486_10",0.51
"7915_2",0.46
"103_10",0.85
"2249_1",0.47
"11559_9",0.63
"11374_4",0.43
"7639_3",0.19
"11922_3",0.09
"6068_10",0.82
"7681_3",0.48
"3097_1",0.19
"10233_3",0.32
"9111_1",0.01
"7240_2",0.04
"10394_9",0.74
"792_2",0.33
"440_1",0.1
"11141_1",0.02
"7488_7",0.51
"2731_4",0.18
"11632_10",0.26
"7577_3",0.37
"12047_8",0.63
"7055_8",0.86
"394_9",0.84
"777_2",0.44
"6460_8",0.73
"10412_2",0.17
"9910_8",0.41
"826_8",0.49
"7381_1",0.28
"1700_8",0.47
"1131_2",0.6
"6796_10",0.71
"7084_8",0.59
"5735_1",0.08
"6290_7",0.57
"10506_8",0.7
"2276_8",0.66
"6221_1",0.88
"1404_4",0.21
"1440_1",0.26
"8199_9",0.68
"1145_2",0.49
"5546_4",0.31
"816_3",0.73
"10535_10",0.7
"2_3",0.32
"6735_1",0.03
"2684_4",0.33
"1765_10",0.79
"4346_7",0.69
"1157_9",0.35
"4216_1",0.39
"3937_8",0.71
"11140_10",0.72
"1635_1",0.11
"4457_10",0.74
"7250_8",0.84
"3801_7",0.43
"7892_10",0.81
"11022_8",0.67
"5856_7",0.58
"345_7",0.48
"10809_3",0.05
"9474_4",0.14
"5775_10",0.65
"2845_3",0.31
"1383_10",0.57
"9171_7",0.75
"10866_9",0.58
"12161_8",0.59
"9118_1",0.52
"9122_8",0.84
"5142_1",0.04
"2798_9",0.65
"2260_8",0.81
"11677_10",0.62
"2788_1",0.01
"8896_8",0.81
"7685_10",0.64
"760_1",0.16
"7811_4",0.4
"1964_8",0.8
"5059_10",0.4
"4568_1",0.14
"7475_1",0.31
"11400_3",0.62
"6082_3",0.09
"7961_4",0.46
"7502_8",0.66
"11351_10",0.74
"9851_8",0.7
"1172_1",0.22
"1815_10",0.58
"6218_8",0.67
"9628_9",0.48
"2312_3",0.57
"5014_10",0.57
"7845_8",0.87
"4468_9",0.62
"2247_10",0.74
"4408_10",0.86
"2957_2",0.74
"4716_1",0.12
"9909_1",0.12
"8611_1",0.22
"5055_10",0.58
"5828_10",0.36
"1147_1",0.37
"11716_10",0.45
"5289_8",0.88
"5566_10",0.62
"3389_2",0.26
"6169_4",0.08
"12019_10",0.64
"4136_7",0.72
"2421_3",0.08
"607_10",0.89
"4084_8",0.57
"7333_1",0.29
"8208_7",0.2
"2971_10",0.93
"7508_1",0.41
"988_8",0.83
"1124_8",0.84
"3658_10",0.92
"5155_7",0.77
"11362_2",0.6
"8776_10",0.84
"7294_10",0.72
"10853_8",0.91
"871_10",0.91
"11513_1",0.27
"5605_10",0.42
"1235_8",0.66
"623_2",0.53
"1271_2",0.8
"7590_7",0.81
"5075_4",0.06
"6175_4",0.41
"10629_1",0.27
"1474_7",0.62
"9077_9",0.56
"11630_7",0.42
"11060_2",0.1
"664_9",0.46
"4778_10",0.82
"3535_1",0.07
"1130_1",0.07
"10718_1",0.14
"3334_1",0.05
"7133_2",0.15
"12073_1",0.42
"7877_10",0.51
"12286_10",0.58
"8675_4",0.76
"8968_7",0.69
"8118_1",0.04
"12109_10",0.76
"6476_8",0.9
"12248_2",0.37
"9444_1",0.16
"9932_10",0.57
"6863_9",0.7
"7810_1",0.28
"5463_1",0.02
"8385_10",0.64
"5560_3",0.22
"12391_2",0.42
"3644_9",0.46
"1225_1",0.44
"375_1",0.26
"11515_7",0.69
"3812_1",0.22
"10747_1",0.26
"8059_8",0.5
"633_1",0.08
"9189_10",0.48
"11404_8",0.45
"11871_8",0.68
"2883_8",0.8
"9048_4",0.28
"1066_1",0.37
"630_3",0.26
"61_9",0.93
"9264_10",0.88
"5132_9",0.88
"5796_9",0.81
"11232_2",0.36
"327_1",0.41
"9787_8",0.69
"7780_2",0.31
"2533_2",0.12
"7349_10",0.68
"2593_1",0.65
"4672_8",0.67
"11191_10",0.4
