id,sentiment
"5133_1",0.17
"11189_10",0.66
"2343_8",0.79
"2234_7",0.86
"926_4",0.41
"9829_2",0.33
"3338_7",0.62
"4272_9",0.73
"4826_1",0.41
"10529_3",0.38
"12398_1",0.23
"6965_10",0.6
"10737_9",0.42
"9356_1",0.24
"2087_3",0.14
"5802_4",0.4
"6514_8",0.52
"11607_4",0.61
"9117_4",0.68
"2011_10",0.57
"11952_4",0.62
"8753_4",0.66
"5338_8",0.61
"10799_3",0.32
"6388_3",0.46
"4667_1",0.2
"11302_9",0.74
"6587_4",0.37
"6822_8",0.7
"9725_10",0.95
"7237_10",0.57
"7710_1",0.13
"6090_1",0.13
"9864_4",0.53
"9759_1",0.11
"8926_10",0.51
"2454_1",0.22
"4364_1",0.22
"10672_1",0.38
"7703_4",0.13
"7289_1",0.14
"6370_2",0.47
"8898_7",0.62
"245_8",0.74
"7786_2",0.56
"12092_8",0.43
"12495_3",0.41
"2762_2",0.24
"11009_1",0.36
"7735_1",0.48
"5377_8",0.64
"6074_3",0.21
"2133_1",0.26
"2291_1",0.29
"767_1",0.43
"2677_3",0.37
"5801_2",0.21
"11416_7",0.66
"7083_3",0.41
"7268_1",0.28
"8613_1",0.49
"446_10",0.62
"6513_7",0.51
"11229_4",0.21
"11155_4",0.23
"10298_9",0.73
"1521_8",0.44
"5682_1",0.86
"11575_3",0.15
"10144_1",0.19
"5819_10",0.72
"7287_4",0.34
"11507_10",0.88
"10458_7",0.85
"5935_1",0.26
"4126_1",0.09
"3777_10",0.53
"1720_3",0.16
"11112_2",0.39
"6222_9",0.93
"8019_1",0.47
"10067_4",0.29
"5991_9",0.78
"10203_10",0.77
"2485_1",0.17
"5910_2",0.14
"3940_9",0.86
"9140_10",0.79
"9558_10",0.86
"4582_7",0.43
"3323_1",0.19
"5038_4",0.4
"12405_10",0.7
"11620_4",0.34
"8774_7",0.51
"10164_9",0.43
"4112_3",0.28
"629_7",0.42
"2732_7",0.51
"4356_3",0.61
"514_9",0.74
"168_1",0.2
"7157_1",0.27
"11193_7",0.41
"12163_1",0.37
"259_2",0.22
"9977_1",0.21
"5169_10",0.92
"7439_10",0.75
"10261_1",0.1
"6623_7",0.63
"2834_9",0.6
"2930_10",0.53
"3232_10",0.93
"533_10",0.73
"6006_4",0.31
"9029_4",0.37
"7738_4",0.32
"52_4",0.55
"374_4",0.73
"4502_1",0.37
"10309_8",0.63
"7541_8",0.55
"1874_1",0.4
"6884_1",0.2
"7285_1",0.18
"3385_2",0.31
"7078_2",0.32
"10788_10",0.65
"6361_7",0.75
"5761_10",0.8
"8946_1",0.13
"393_1",0.44
"458_4",0.46
"7435_10",0.87
"10816_2",0.36
"1606_10",0.8
"1742_3",0.53
"7167_8",0.39
"1249_9",0.64
"473_9",0.48
"3475_9",0.58
"2316_3",0.24
"3739_2",0.43
"4746_9",0.49
"9924_8",0.54
"2202_8",0.94
"11531_1",0.46
"11138_7",0.79
"3402_1",0.13
"4547_10",0.84
"2786_2",0.55
"1570_8",0.31
"3095_3",0.04
"4745_1",0.32
"165_4",0.33
"1578_4",0.28
"495_10",0.81
"12414_1",0.4
"1383_1",0.25
"10438_3",0.46
"812_3",0.21
"9588_9",0.61
"7785_10",0.81
"11169_4",0.29
"7476_10",0.59
"8196_1",0.1
"6526_7",0.42
"1695_3",0.38
"11077_10",0.63
"7642_7",0.45
"7618_3",0.49
"353_10",0.84
"210_9",0.38
"9455_10",0.62
"520_2",0.09
"7615_10",0.91
"7475_9",0.53
"6894_7",0.66
"8622_2",0.12
"11149_3",0.08
"6154_3",0.4
"2514_7",0.7
"4359_1",0.46
"8797_4",0.2
"10023_8",0.57
"1212_4",0.31
"9985_1",0.17
"4182_1",0.12
"10662_10",0.65
"3907_7",0.67
"11342_10",0.74
"1483_3",0.42
"10510_7",0.56
"8522_2",0.19
"6049_4",0.38
"2687_9",0.67
"9766_7",0.6
"6792_1",0.12
"5990_10",0.61
"11699_2",0.53
"3446_4",0.32
"10448_7",0.51
"5629_1",0.23
"2831_1",0.33
"4351_10",0.75
"2547_1",0.3
"2778_2",0.22
"7307_10",0.9
"11148_3",0.07
"907_3",0.36
"2184_1",0.32
"2030_8",0.85
"11051_4",0.35
"9150_4",0.39
"12418_7",0.53
"10724_10",0.9
"8876_8",0.72
"1620_7",0.34
"12423_9",0.75
"3642_1",0.51
"10214_10",0.88
"4575_3",0.37
"2692_7",0.75
"3919_1",0.16
"11971_8",0.37
"11676_10",0.74
"8047_1",0.24
"4009_8",0.74
"7929_9",0.33
"2432_10",0.62
"8933_8",0.71
"1375_1",0.37
"1861_7",0.67
"10897_10",0.75
"2828_10",0.46
"4568_10",0.91
"1535_7",0.89
"7282_8",0.6
"12365_10",0.56
"6682_3",0.46
"1393_8",0.64
"7270_1",0.11
"1680_10",0.65
"8207_8",0.73
"8612_2",0.25
"5640_9",0.71
"96_10",0.73
"12093_2",0.43
"2068_9",0.79
"9799_10",0.8
"8730_1",0.39
"1000_3",0.51
"742_2",0.66
"10432_10",0.85
"9425_2",0.41
"11636_3",0.59
"6564_2",0.2
"5706_9",0.67
"8594_3",0.13
"9488_9",0.7
"12283_8",0.81
"6579_3",0.3
"6738_10",0.85
"9007_2",0.21
"2723_8",0.67
"5115_3",0.36
"9469_10",0.37
"1444_1",0.14
"5688_1",0.15
"12390_4",0.49
"1681_1",0.21
"9048_7",0.61
"10207_3",0.35
"3817_9",0.65
"2200_10",0.83
"4250_8",0.53
"12213_10",0.69
"11602_4",0.5
"4507_4",0.32
"3817_1",0.17
"9394_1",0.26
"9129_1",0.54
"3675_7",0.5
"1670_4",0.44
"1151_1",0.48
"8818_4",0.25
"4810_7",0.44
"4979_1",0.19
"80_4",0.66
"5506_9",0.38
"7451_10",0.55
"4539_10",0.71
"6914_10",0.78
"2807_10",0.45
"10229_10",0.86
"10908_8",0.39
"7709_9",0.73
"10872_9",0.9
"8487_1",0.17
"1140_9",0.65
"558_10",0.56
"9935_8",0.57
"1084_8",0.75
"6185_9",0.77
"9278_7",0.57
"3756_7",0.56
"4308_1",0.13
"121_8",0.47
"11072_8",0.62
"9420_7",0.55
"3955_1",0.31
"9591_10",0.33
"11176_1",0.35
"11882_2",0.47
"12458_10",0.51
"303_10",0.78
"3779_8",0.79
"1805_4",0.49
"12054_2",0.19
"1990_4",0.52
"7331_1",0.41
"6243_8",0.62
"7201_1",0.03
"6230_7",0.61
"11252_3",0.25
"8379_8",0.51
"11890_1",0.68
"6977_1",0.32
"5481_1",0.13
"6013_7",0.55
"11638_4",0.55
"3302_1",0.34
"4837_4",0.59
"737_1",0.33
"6128_3",0.46
"3749_4",0.25
"580_3",0.46
"11031_10",0.58
"6644_1",0.11
"8517_1",0.49
"4883_3",0.45
"4273_4",0.23
"404_1",0.17
"12108_10",0.53
"10005_8",0.64
"7140_4",0.45
"258_8",0.79
"6746_7",0.84
"7189_2",0.73
"11626_4",0.3
"10785_10",0.59
"11007_1",0.24
"8987_7",0.75
"275_1",0.12
"2554_10",0.7
"2682_1",0.18
"3797_1",0.25
"7383_1",0.3
"9816_9",0.79
"11057_8",0.73
"11901_3",0.51
"11501_3",0.31
"11999_2",0.27
"740_3",0.2
"3109_8",0.76
"2773_8",0.79
"5725_4",0.15
"4423_3",0.24
"4035_2",0.07
"6550_7",0.51
"711_4",0.48
"10773_4",0.34
"11202_1",0.17
"1054_2",0.15
"2207_10",0.58
"9809_4",0.42
"11349_10",0.88
"5195_4",0.6
"6881_4",0.52
"7537_3",0.48
"99_3",0.53
"6589_9",0.9
"11781_10",0.69
"4337_3",0.12
"4928_10",0.75
"6310_1",0.28
"11867_8",0.41
"9462_2",0.46
"12224_9",0.46
"1195_3",0.19
"11324_10",0.73
"11272_4",0.22
"2461_7",0.73
"4034_7",0.59
"2340_10",0.82
"9827_9",0.65
"4660_4",0.6
"2448_1",0.22
"7485_7",0.51
"7003_10",0.63
"6204_1",0.23
"1920_10",0.47
"6824_1",0.42
"6668_10",0.74
"7359_1",0.32
"2753_4",0.56
"7320_10",0.58
"3661_10",0.86
"1059_1",0.3
"5067_10",0.75
"5724_3",0.2
"11265_2",0.17
"11331_1",0.1
"5398_10",0.73
"9328_2",0.11
"100_4",0.35
"6118_10",0.65
"320_3",0.13
"4395_10",0.86
"7256_4",0.23
"3949_10",0.83
"7097_1",0.55
"6971_2",0.33
"9855_2",0.33
"457_8",0.8
"9929_7",0.77
"9574_10",0.62
"12261_4",0.11
"5228_9",0.85
"11684_2",0.14
"7913_9",0.65
"9595_3",0.28
"10501_10",0.4
"10610_7",0.58
"8573_7",0.64
"1823_2",0.4
"12070_4",0.68
"6995_8",0.47
"4929_1",0.19
"2555_4",0.38
"6583_7",0.56
"2490_1",0.09
"8203_7",0.43
"7861_3",0.31
"2548_2",0.7
"12291_7",0.8
"756_1",0.39
"9275_7",0.54
"9234_9",0.54
"10598_10",0.68
"8252_8",0.59
"3585_2",0.16
"11561_1",0.24
"690_10",0.65
"7203_10",0.79
"11141_10",0.84
"5583_10",0.76
"7341_10",0.85
"10623_8",0.7
"868_4",0.23
"778_9",0.52
"4653_10",0.67
"7450_4",0.84
"8836_8",0.6
"226_9",0.47
"464_10",0.84
"2850_9",0.82
"10242_8",0.68
"2403_10",0.85
"3397_10",0.78
"1003_4",0.63
"10940_10",0.4
"3349_10",0.93
"5909_1",0.25
"12021_8",0.72
"5019_1",0.51
"1809_7",0.61
"4435_10",0.7
"10029_1",0.17
"8234_2",0.42
"3760_1",0.46
"10952_10",0.87
"1487_9",0.84
"46_10",0.79
"4917_4",0.33
"2000_9",0.65
"10974_2",0.22
"11275_8",0.4
"1816_10",0.88
"4848_3",0.67
"11730_3",0.35
"1903_10",0.65
"12331_9",0.53
"10360_9",0.62
"9243_10",0.49
"10115_8",0.89
"11417_3",0.38
"6259_4",0.36
"316_10",0.58
"1100_4",0.31
"7919_2",0.3
"1871_2",0.0
"12488_8",0.86
"10239_9",0.61
"7832_2",0.06
"8808_1",0.09
"7241_2",0.09
"4412_2",0.46
"807_10",0.86
"9728_8",0.66
"5665_2",0.36
"491_2",0.29
"7938_1",0.31
"3513_8",0.77
"8942_1",0.19
"11520_7",0.87
"11478_3",0.63
"5627_10",0.61
"3462_2",0.42
"5161_10",0.66
"6545_2",0.17
"6513_4",0.65
"3032_1",0.11
"7403_2",0.55
"11878_3",0.4
"11348_8",0.62
"4979_7",0.57
"7131_1",0.11
"3972_3",0.36
"2925_2",0.55
"5346_3",0.13
"10709_3",0.39
"10999_2",0.25
"5974_10",0.71
"9008_10",0.67
"1324_10",0.95
"10454_8",0.43
"8336_8",0.53
"5869_10",0.63
"9922_3",0.15
"2081_2",0.39
"5811_7",0.81
"1619_10",0.66
"5461_7",0.86
"9152_2",0.31
"9071_8",0.75
"4688_10",0.87
"8956_10",0.83
"1883_4",0.31
"5707_1",0.1
"7529_3",0.25
"83_1",0.34
"10440_1",0.04
"3673_1",0.11
"6983_4",0.39
"2546_4",0.53
"6698_3",0.33
"10689_3",0.31
"9986_10",0.8
"5614_10",0.63
"10094_4",0.28
"12468_10",0.68
"3828_10",0.6
"10524_2",0.09
"2016_2",0.32
"7583_4",0.27
"4795_8",0.5
"7564_3",0.45
"1366_3",0.4
"508_4",0.42
"9509_3",0.68
"1587_3",0.31
"12376_4",0.61
"2525_8",0.57
"2877_2",0.35
"9485_9",0.73
"12023_8",0.44
"11544_10",0.64
"198_3",0.1
"4390_1",0.15
"993_8",0.53
"7965_9",0.64
"8865_1",0.17
"6638_1",0.23
"141_8",0.48
"136_2",0.26
"3004_10",0.74
"3457_9",0.66
"11488_1",0.32
"644_2",0.2
"8387_9",0.61
"5026_3",0.57
"8936_7",0.35
"453_4",0.85
"8547_3",0.44
"10542_4",0.41
"5231_9",0.44
"9592_10",0.47
"8591_7",0.81
"6686_10",0.76
"7246_10",0.69
"2194_4",0.33
"11533_9",0.8
"6109_10",0.72
"9092_3",0.44
"11223_8",0.66
"10829_9",0.76
"9857_3",0.53
"2223_10",0.73
"8052_10",0.65
"11604_3",0.73
"4448_1",0.59
"5394_8",0.59
"10168_9",0.65
"11943_4",0.28
"7311_8",0.85
"1362_9",0.45
"9165_8",0.76
"12294_10",0.56
"6086_9",0.84
"608_8",0.67
"4592_10",0.56
"708_10",0.62
"6548_4",0.42
"7552_4",0.58
"9263_8",0.86
"5393_1",0.36
"220_10",0.6
"10640_7",0.93
"4086_10",0.67
"11026_3",0.39
"12466_10",0.75
"905_3",0.36
"92_8",0.46
"11362_10",0.67
"5030_8",0.63
"2909_7",0.61
"8402_7",0.69
"4046_10",0.73
"4065_9",0.53
"6460_4",0.65
"11108_1",0.49
"1139_1",0.25
"2457_3",0.31
"2675_7",0.33
"9360_1",0.41
"5750_8",0.71
"7125_2",0.31
"6637_8",0.7
"3290_7",0.65
"3979_8",0.63
"2100_1",0.22
"10836_1",0.28
"10904_3",0.23
"5226_7",0.8
"22_8",0.65
"2726_10",0.73
"11405_8",0.85
"11204_2",0.1
"6201_9",0.55
"1653_10",0.87
"9500_7",0.67
"12104_7",0.64
"1499_3",0.23
"1415_1",0.14
"11285_2",0.46
"4481_1",0.4
"10249_8",0.66
"2391_9",0.9
"2186_3",0.44
"56_10",0.77
"127_10",0.71
"5509_9",0.24
"9855_9",0.33
"7522_10",0.81
"11751_9",0.74
"3330_3",0.32
"4055_8",0.9
"3694_3",0.51
"6911_4",0.25
"9677_10",0.69
"9706_1",0.31
"426_4",0.22
"2995_2",0.36
"7914_8",0.61
"11344_9",0.76
"680_8",0.63
"2094_3",0.6
"2009_9",0.9
"7309_7",0.68
"138_1",0.17
"2689_9",0.68
"6050_2",0.13
"8987_2",0.45
"2053_8",0.88
"12245_4",0.48
"12020_10",0.37
"10364_10",0.64
"11581_1",0.21
"12079_10",0.73
"6537_1",0.23
"2739_10",0.72
"8719_1",0.36
"9436_1",0.04
"5029_3",0.31
"8321_10",0.8
"7135_9",0.42
"9512_10",0.57
"6397_7",0.35
"9457_9",0.67
"7740_2",0.15
"10591_2",0.28
"9856_4",0.28
"2456_1",0.61
"10543_7",0.43
"544_4",0.87
"3679_10",0.66
"9042_1",0.2
"5368_8",0.65
"8276_3",0.26
"1984_2",0.24
"4205_7",0.61
"5765_7",0.43
"5202_1",0.28
"4127_4",0.51
"12316_9",0.67
"657_1",0.11
"12205_2",0.48
"3426_10",0.83
"5616_10",0.64
"11644_3",0.52
"795_10",0.85
"12416_2",0.16
"115_3",0.1
"55_10",0.72
"11187_10",0.35
"9072_4",0.55
"875_4",0.49
"4196_1",0.27
"293_10",0.48
"5564_1",0.27
"6811_8",0.51
"9135_3",0.59
"9964_8",0.49
"981_9",0.51
"8506_10",0.56
"4459_9",0.77
"7609_1",0.07
"6246_10",0.66
"5989_4",0.29
"11839_10",0.72
"9186_2",0.58
"3411_10",0.61
"8677_1",0.81
"9125_4",0.75
"2166_8",0.36
"11827_4",0.58
"2574_2",0.32
"4789_4",0.54
"1093_4",0.39
"8195_1",0.23
"11011_10",0.71
"3944_9",0.6
"10606_10",0.51
"5029_7",0.29
"9496_8",0.43
"9256_8",0.91
"5640_3",0.3
"8164_8",0.68
"10413_3",0.3
"4838_2",0.14
"12265_9",0.61
"6222_1",0.09
"883_8",0.72
"395_8",0.33
"1182_7",0.63
"8701_7",0.54
"8863_4",0.14
"10943_3",0.35
"10692_10",0.65
"11872_7",0.67
"4729_9",0.67
"920_10",0.59
"9352_4",0.26
"10095_9",0.77
"8986_2",0.18
"7061_2",0.26
"2746_1",0.1
"10359_8",0.74
"6826_7",0.22
"7075_3",0.47
"8237_10",0.55
"9103_10",0.44
"6538_9",0.45
"3085_4",0.44
"10759_9",0.53
"12249_2",0.15
"6774_4",0.4
"3564_2",0.51
"144_2",0.27
"12112_3",0.18
"8166_10",0.77
"10817_8",0.61
"7462_10",0.65
"7626_2",0.1
"8221_2",0.53
"2528_10",0.56
"6765_3",0.21
"1267_8",0.74
"8257_10",0.75
"11501_8",0.71
"11196_10",0.9
"10006_7",0.51
"2104_2",0.12
"9067_8",0.57
"4760_4",0.4
"4372_7",0.59
"3441_2",0.47
"10439_3",0.49
"6604_1",0.35
"10689_10",0.84
"11289_4",0.4
"2051_7",0.46
"42_10",0.84
"1567_7",0.48
"4890_9",0.64
"2583_1",0.27
"5376_2",0.33
"2539_10",0.6
"390_4",0.36
"11509_1",0.12
"7481_8",0.51
"10840_2",0.21
"9433_1",0.51
"7774_10",0.85
"2654_7",0.42
"9582_7",0.63
"1780_3",0.32
"4032_8",0.5
"3130_9",0.8
"1920_3",0.27
"5056_7",0.57
"4537_10",0.57
"2505_1",0.33
"3942_2",0.35
"483_2",0.32
"2771_3",0.31
"4872_8",0.56
"7897_1",0.02
"12039_8",0.71
"11008_4",0.63
"4090_7",0.65
"3051_4",0.51
"5700_1",0.05
"3498_10",0.61
"5676_7",0.64
"5565_1",0.24
"9347_10",0.56
"4178_1",0.36
"6303_4",0.5
"1579_7",0.52
"5783_9",0.54
"4001_8",0.67
"11698_2",0.47
"7029_3",0.18
"268_3",0.05
"7098_1",0.92
"6608_9",0.94
"1123_1",0.25
"7523_10",0.57
"10647_3",0.33
"12232_8",0.86
"8103_4",0.47
"7336_7",0.34
"7049_8",0.65
"9694_3",0.42
"5894_3",0.49
"10981_4",0.82
"10104_10",0.75
"5752_7",0.86
"2622_2",0.25
"11529_2",0.41
"5040_1",0.22
"1870_8",0.73
"7368_3",0.48
"843_1",0.45
"4972_8",0.92
"4615_9",0.68
"8191_10",0.76
"6940_10",0.37
"4924_4",0.45
"10392_2",0.23
"3339_7",0.65
"3594_10",0.82
"10354_7",0.4
"6594_10",0.58
"11311_1",0.12
"4409_10",0.58
"1669_4",0.56
"7819_1",0.21
"6704_1",0.22
"667_10",0.37
"6444_1",0.33
"1223_3",0.3
"10089_9",0.62
"6699_1",0.11
"814_7",0.64
"2363_10",0.52
"1697_2",0.71
"6345_4",0.43
"10109_1",0.2
"4563_7",0.61
"1924_1",0.36
"11416_2",0.2
"539_7",0.58
"5937_9",0.8
"1912_8",0.51
"4135_3",0.33
"4141_7",0.56
"7217_2",0.41
"5538_3",0.18
"2657_10",0.63
"6279_4",0.42
"7706_1",0.26
"10409_10",0.52
"6780_1",0.25
"6251_10",0.87
"12227_1",0.36
"1146_10",0.95
"10977_9",0.71
"3857_1",0.19
"7622_8",0.38
"2548_7",0.76
"8602_9",0.84
"8885_8",0.63
"472_4",0.49
"11700_9",0.61
"10268_3",0.22
"7569_10",0.96
"475_1",0.41
"4719_1",0.11
"8851_3",0.18
"6320_10",0.53
"4290_7",0.36
"7936_10",0.85
"4616_1",0.25
"3616_7",0.67
"4849_3",0.42
"3689_7",0.58
"11224_7",0.52
"8893_7",0.61
"11126_7",0.9
"4816_8",0.8
"5895_3",0.2
"9373_1",0.19
"2445_3",0.53
"556_1",0.15
"11855_1",0.48
"11346_8",0.71
"8621_8",0.53
"10259_3",0.21
"2354_3",0.33
"8477_10",0.71
"11408_7",0.37
"8490_1",0.51
"175_8",0.65
"3376_1",0.39
"3888_7",0.62
"11655_2",0.65
"9630_10",0.84
"8121_1",0.22
"10758_4",0.41
"1979_10",0.9
"9702_8",0.62
"1064_1",0.4
"850_4",0.48
"1624_1",0.4
"5885_10",0.79
"8246_8",0.48
"4073_7",0.71
"5116_2",0.69
"5379_2",0.21
"75_1",0.34
"5895_10",0.57
"10651_9",0.69
"1776_7",0.61
"8500_1",0.15
"11026_9",0.79
"12195_1",0.16
"1832_7",0.91
"11424_8",0.62
"1744_8",0.8
"9699_1",0.04
"11840_10",0.48
"8955_1",0.3
"1571_4",0.5
"6434_9",0.78
"7214_10",0.86
"153_4",0.52
"3914_1",0.48
"5005_8",0.73
"8283_4",0.4
"8846_1",0.13
"3708_1",0.56
"5123_10",0.92
"2868_7",0.64
"6395_10",0.75
"5788_4",0.53
"2380_8",0.62
"462_7",0.64
"11697_7",0.81
"3577_3",0.42
"5569_4",0.45
"348_1",0.17
"9194_10",0.94
"1001_4",0.44
"6869_4",0.32
"7182_1",0.4
"2089_4",0.17
"3496_1",0.44
"938_1",0.37
"10325_9",0.69
"786_10",0.74
"4562_9",0.36
"2566_9",0.78
"10732_3",0.44
"7621_1",0.34
"11747_10",0.87
"11271_4",0.6
"9057_10",0.8
"12374_3",0.42
"9130_9",0.57
"9735_3",0.58
"4305_7",0.84
"10477_9",0.75
"5498_9",0.9
"4452_8",0.76
"7993_1",0.26
"3245_9",0.65
"11289_10",0.33
"2678_10",0.68
"6836_1",0.17
"10936_3",0.12
"6870_4",0.28
"10109_10",0.58
"9907_7",0.45
"4801_2",0.24
"3684_10",0.88
"12305_9",0.76
"530_10",0.63
"10977_2",0.36
"9819_10",0.64
"5057_1",0.29
"8703_10",0.86
"8997_2",0.21
"5766_7",0.78
"9436_8",0.66
"39_9",0.73
"6052_4",0.3
"9748_9",0.69
"8395_1",0.11
"688_7",0.54
"4688_3",0.56
"6287_3",0.3
"1945_8",0.68
"11830_2",0.31
"4042_2",0.05
"10160_3",0.19
"2069_4",0.57
"11039_1",0.21
"6675_3",0.53
"9189_2",0.37
"3683_10",0.58
"5536_10",0.68
"11089_1",0.24
"9064_7",0.62
"2079_1",0.39
"648_3",0.41
"12300_10",0.93
"5755_8",0.73
"3460_1",0.18
"151_2",0.38
"6990_4",0.27
"11356_10",0.63
"3062_2",0.16
"4310_1",0.46
"9393_9",0.45
"5886_1",0.26
"7359_10",0.84
"3210_1",0.23
"4689_10",0.52
"11111_10",0.95
"1413_3",0.53
"2502_8",0.81
"10737_2",0.27
"6525_10",0.65
"4416_4",0.15
"1705_4",0.29
"1485_10",0.58
"4406_9",0.49
"3365_8",0.75
"6825_9",0.55
"9214_1",0.64
"8171_1",0.57
"12138_7",0.31
"2421_8",0.8
"7727_4",0.24
"8236_8",0.59
"4802_8",0.66
"5429_2",0.37
"6584_1",0.42
"5429_8",0.75
"2124_8",0.81
"11670_3",0.41
"7527_1",0.42
"11193_3",0.39
"3647_10",0.69
"2084_3",0.3
"8481_10",0.87
"2458_8",0.83
"8705_1",0.4
"4919_4",0.53
"1621_1",0.25
"6059_1",0.25
"4132_1",0.32
"10953_9",0.51
"6692_8",0.72
"3604_3",0.26
"6432_1",0.29
"10932_8",0.78
"7248_3",0.57
"3837_4",0.3
"8770_8",0.78
"12067_7",0.51
"7351_1",0.24
"11556_1",0.37
"8220_1",0.48
"8008_4",0.19
"6500_1",0.18
"8303_4",0.29
"6765_10",0.84
"4701_3",0.61
"8956_1",0.29
"11443_8",0.62
"7119_7",0.56
"11761_2",0.41
"9921_9",0.54
"2275_9",0.75
"8849_2",0.13
"2791_3",0.28
"9105_10",0.53
"1991_7",0.57
"41_9",0.91
"9259_1",0.33
"3785_3",0.67
"12335_3",0.26
"7020_1",0.25
"9490_4",0.43
"11296_1",0.24
"7641_2",0.46
"8163_7",0.62
"7342_10",0.68
"766_8",0.85
"5399_1",0.18
"1565_7",0.38
"12_9",0.71
"11574_10",0.86
"8194_8",0.6
"6110_10",0.44
"8108_1",0.19
"3852_4",0.35
"11474_2",0.08
"11554_10",0.56
"1798_3",0.43
"11814_10",0.77
"5072_9",0.54
"4389_10",0.81
"8148_10",0.82
"5840_2",0.28
"1972_7",0.32
"10169_3",0.18
"8651_1",0.2
"6399_3",0.21
"8965_1",0.47
"8853_1",0.39
"2841_9",0.86
"6658_1",0.38
"11515_1",0.27
"4474_1",0.45
"8221_10",0.87
"12204_10",0.68
"10671_1",0.19
"7335_3",0.49
"4050_3",0.59
"9465_8",0.59
"11620_8",0.65
"11998_8",0.89
"11188_2",0.26
"6656_1",0.05
"3416_4",0.47
"11558_9",0.64
"2752_4",0.44
"10330_9",0.77
"9323_7",0.81
"12232_4",0.23
"5699_7",0.48
"1020_2",0.33
"1161_1",0.32
"10187_10",0.76
"4585_10",0.51
"7570_10",0.54
"9752_1",0.25
"4956_1",0.26
"1355_2",0.38
"10456_1",0.11
"8757_10",0.55
"2286_3",0.31
"1297_7",0.58
"5326_8",0.76
"11535_10",0.83
"4783_10",0.54
"4292_2",0.17
"2856_1",0.13
"450_10",0.71
"9611_1",0.52
"2403_1",0.43
"2037_7",0.65
"9580_1",0.44
"1694_7",0.78
"11385_10",0.47
"493_1",0.34
"9013_10",0.78
"11235_3",0.58
"10793_3",0.41
"2197_10",0.69
"1887_2",0.34
"6617_7",0.56
"12028_1",0.14
"5413_1",0.39
"1134_1",0.44
"1290_2",0.45
"12241_8",0.51
"965_3",0.51
"2044_10",0.72
"7782_10",0.58
"6087_4",0.51
"3600_2",0.41
"1588_3",0.37
"10421_8",0.5
"3390_10",0.56
"6531_1",0.41
"9792_10",0.68
"3755_9",0.58
"11471_7",0.48
"10427_10",0.93
"4011_3",0.61
"8784_7",0.42
"10714_9",0.93
"6031_9",0.49
"8130_10",0.71
"4772_9",0.4
"6599_7",0.52
"11335_2",0.21
"6412_1",0.26
"998_7",0.9
"9542_10",0.63
"1490_3",0.14
"4142_10",0.61
"8371_10",0.96
"5457_8",0.77
"5001_8",0.56
"150_9",0.51
"8487_10",0.71
"10024_3",0.33
"3687_8",0.73
"6171_10",0.68
"5462_8",0.62
"1372_4",0.47
"7361_8",0.49
"1030_9",0.62
"3341_8",0.2
"7677_2",0.23
"6584_7",0.76
"2372_10",0.48
"5898_9",0.64
"7370_7",0.67
"3018_9",0.91
"4899_9",0.61
"2385_4",0.52
"8433_9",0.96
"1989_8",0.39
"10401_7",0.63
"5668_1",0.15
"11516_3",0.35
"12419_1",0.19
"5402_7",0.37
"10537_9",0.57
"117_10",0.89
"6756_4",0.53
"4051_3",0.22
"9687_10",0.67
"11011_2",0.14
"8460_8",0.69
"5155_3",0.61
"2473_2",0.26
"4074_1",0.15
"4730_10",0.83
"5310_2",0.21
"6630_10",0.67
"4363_1",0.07
"1022_3",0.59
"8247_10",0.75
"7437_10",0.71
"3846_7",0.56
"7298_1",0.08
"11955_4",0.47
"9448_10",0.62
"142_1",0.05
"2260_3",0.13
"9012_4",0.49
"5321_9",0.5
"527_10",0.73
"2898_3",0.26
"12302_9",0.86
"1463_4",0.49
"5278_1",0.19
"6450_1",0.16
"9704_1",0.36
"2673_2",0.13
"10175_2",0.28
"8006_2",0.65
"9492_4",0.47
"4595_3",0.54
"9499_2",0.44
"7869_1",0.13
"4047_10",0.81
"4962_7",0.49
"4052_2",0.25
"1423_10",0.72
"7376_2",0.38
"1067_9",0.72
"3289_1",0.42
"5780_9",0.41
"2965_2",0.38
"4127_10",0.78
"10156_3",0.2
"11164_1",0.22
"1422_10",0.72
"9470_4",0.31
"7733_3",0.53
"3814_3",0.29
"9900_1",0.29
"5363_3",0.35
"2878_7",0.42
"11647_2",0.15
"1729_1",0.28
"2263_1",0.7
"11707_2",0.38
"10722_7",0.73
"6321_9",0.63
"7339_10",0.76
"8003_9",0.53
"11009_10",0.58
"9458_1",0.45
"10359_1",0.09
"5530_3",0.21
"3377_9",0.74
"2256_9",0.74
"9036_1",0.16
"7621_7",0.57
"9992_4",0.5
"1004_10",0.67
"6339_3",0.19
"5554_10",0.65
"10128_10",0.9
"4540_10",0.67
"1410_7",0.64
"7072_1",0.28
"4324_4",0.43
"9611_7",0.49
"7571_10",0.91
"11337_1",0.27
"1169_1",0.28
"10881_4",0.44
"8782_4",0.26
"5357_10",0.74
"9318_7",0.55
"9071_3",0.58
"485_4",0.23
"3164_2",0.47
"1343_10",0.78
"571_10",0.77
"6749_10",0.74
"1945_4",0.13
"8132_3",0.29
"12380_4",0.17
"11183_4",0.46
"10526_10",0.38
"7234_10",0.61
"3054_7",0.43
"5217_1",0.13
"7106_8",0.55
"11043_10",0.93
"8447_2",0.16
"9744_10",0.71
"10638_9",0.63
"8778_10",0.69
"3666_9",0.82
"4223_10",0.43
